customer_id,acquisition_date,variant,week4_active_rate,dispute_rate_30d,cohort_month
CUST-201860,2025-10-24,control,0.503,0.032,2025-10
CUST-201861,2025-02-22,control,0.361,0.057,2025-02
CUST-201862,2025-03-31,control,0.428,0.09,2025-03
CUST-201863,2025-08-19,treatment,0.538,0.032,2025-08
CUST-201864,2025-09-27,treatment,0.518,0.058,2025-09
CUST-201865,2025-01-14,treatment,0.499,0.044,2025-01
CUST-201866,2025-11-03,treatment,0.486,0.046,2025-11
CUST-201867,2025-02-25,treatment,0.4,0.045,2025-02
CUST-201868,2025-09-13,control,0.466,0.052,2025-09
CUST-201869,2025-11-08,control,0.432,0.064,2025-11
CUST-201870,2025-03-17,control,0.371,0.03,2025-03
CUST-201871,2025-06-09,treatment,0.63,0.031,2025-06
CUST-201872,2025-07-26,treatment,0.474,0.053,2025-07
CUST-201873,2025-08-09,control,0.384,0.066,2025-08
CUST-201874,2025-11-20,control,0.468,0.047,2025-11
CUST-201875,2026-01-17,treatment,0.565,0.053,2026-01
CUST-201876,2025-06-11,control,0.534,0.079,2025-06
CUST-201877,2025-08-27,control,0.527,0.025,2025-08
CUST-201878,2026-01-07,treatment,0.553,0.055,2026-01
CUST-201879,2025-08-31,control,0.564,0.049,2025-08
CUST-201880,2025-01-20,treatment,0.582,0.049,2025-01
CUST-201881,2025-05-04,treatment,0.668,0.089,2025-05
CUST-201882,2025-09-24,control,0.516,0.055,2025-09
CUST-201883,2026-01-30,control,0.511,0.077,2026-01
CUST-201884,2025-04-04,treatment,0.672,0.059,2025-04
CUST-201885,2025-03-28,treatment,0.501,0.041,2025-03
CUST-201886,2025-09-17,control,0.415,0.04,2025-09
CUST-201887,2025-02-16,control,0.429,0.067,2025-02
CUST-201888,2026-01-15,treatment,0.602,0.039,2026-01
CUST-201889,2025-12-31,control,0.328,0.093,2025-12
CUST-201890,2025-08-18,control,0.421,0.056,2025-08
CUST-201891,2025-05-16,treatment,0.599,0.022,2025-05
CUST-201892,2025-06-24,treatment,0.411,0.056,2025-06
CUST-201893,2025-08-10,control,0.381,0.058,2025-08
CUST-201894,2025-12-10,treatment,0.465,0.058,2025-12
CUST-201895,2025-10-16,treatment,0.513,0.058,2025-10
CUST-201896,2025-07-05,treatment,0.592,0.013,2025-07
CUST-201897,2025-09-12,treatment,0.372,0.085,2025-09
CUST-201898,2025-08-14,treatment,0.563,0.067,2025-08
CUST-201899,2025-02-17,control,0.37,0.059,2025-02
CUST-201900,2025-05-03,control,0.222,0.075,2025-05
CUST-201901,2025-03-23,treatment,0.314,0.037,2025-03
CUST-201902,2025-08-08,control,0.331,0.075,2025-08
CUST-201903,2026-01-24,treatment,0.499,0.037,2026-01
CUST-201904,2025-10-14,treatment,0.612,0.011,2025-10
CUST-201905,2025-09-22,control,0.409,0.048,2025-09
CUST-201906,2025-07-23,control,0.422,0.051,2025-07
CUST-201907,2025-05-22,treatment,0.426,0.035,2025-05
CUST-201908,2025-03-26,control,0.443,0.091,2025-03
CUST-201909,2025-12-30,control,0.53,0.085,2025-12
CUST-201910,2025-01-08,control,0.353,0.04,2025-01
CUST-201911,2025-12-31,control,0.497,0.041,2025-12
CUST-201912,2025-03-29,control,0.469,0.048,2025-03
CUST-201913,2025-11-18,control,0.611,0.053,2025-11
CUST-201914,2025-12-07,treatment,0.425,0.008,2025-12
CUST-201915,2026-01-02,treatment,0.587,0.044,2026-01
CUST-201916,2026-01-19,control,0.354,0.086,2026-01
CUST-201917,2025-07-21,treatment,0.547,0.047,2025-07
CUST-201918,2025-08-13,treatment,0.568,0.014,2025-08
CUST-201919,2025-01-13,treatment,0.463,0.02,2025-01
CUST-201920,2025-11-28,control,0.467,0.095,2025-11
CUST-201921,2025-08-21,treatment,0.579,0.064,2025-08
CUST-201922,2025-01-19,control,0.453,0.067,2025-01
CUST-201923,2025-05-19,control,0.357,0.094,2025-05
CUST-201924,2025-12-08,treatment,0.592,0.049,2025-12
CUST-201925,2025-06-03,treatment,0.481,0.066,2025-06
CUST-201926,2025-04-25,control,0.375,0.091,2025-04
CUST-201927,2025-04-19,treatment,0.393,0.052,2025-04
CUST-201928,2025-03-12,treatment,0.382,0.056,2025-03
CUST-201929,2025-08-05,control,0.309,0.06,2025-08
CUST-201930,2025-04-21,control,0.381,0.054,2025-04
CUST-201931,2025-08-22,control,0.242,0.05,2025-08
CUST-201932,2025-07-19,treatment,0.484,0.035,2025-07
CUST-201933,2025-09-18,treatment,0.665,0.046,2025-09
CUST-201934,2025-08-24,treatment,0.538,0.033,2025-08
CUST-201935,2025-01-24,control,0.529,0.055,2025-01
CUST-201936,2025-01-03,treatment,0.346,0.045,2025-01
CUST-201937,2025-05-02,control,0.442,0.084,2025-05
CUST-201938,2025-05-18,treatment,0.501,0.007,2025-05
CUST-201939,2025-06-30,treatment,0.407,0.038,2025-06
CUST-201940,2025-10-09,treatment,0.508,0.062,2025-10
CUST-201941,2026-01-24,treatment,0.579,0.076,2026-01
CUST-201942,2025-10-28,treatment,0.396,0.058,2025-10
CUST-201943,2025-05-27,control,0.504,0.045,2025-05
CUST-201944,2025-04-04,control,0.314,0.017,2025-04
CUST-201945,2025-05-23,treatment,0.617,0.009,2025-05
CUST-201946,2025-04-09,control,0.297,0.059,2025-04
CUST-201947,2025-08-13,treatment,0.508,0.078,2025-08
CUST-201948,2025-09-29,control,0.332,0.041,2025-09
CUST-201949,2025-04-15,control,0.215,0.064,2025-04
CUST-201950,2025-09-01,control,0.405,0.062,2025-09
CUST-201951,2025-05-28,treatment,0.624,0.063,2025-05
CUST-201952,2025-07-18,control,0.493,0.077,2025-07
CUST-201953,2025-04-06,treatment,0.484,0.052,2025-04
CUST-201954,2025-08-07,control,0.361,0.113,2025-08
CUST-201955,2025-02-06,treatment,0.498,0.01,2025-02
CUST-201956,2025-07-19,control,0.426,0.059,2025-07
CUST-201957,2025-06-28,control,0.502,0.044,2025-06
CUST-201958,2025-06-12,treatment,0.447,0.06,2025-06
CUST-201959,2025-12-27,control,0.515,0.056,2025-12
CUST-201960,2025-11-12,treatment,0.355,0.042,2025-11
CUST-201961,2025-08-18,control,0.523,0.069,2025-08
CUST-201962,2025-12-22,treatment,0.359,0.061,2025-12
CUST-201963,2025-09-21,control,0.469,0.065,2025-09
CUST-201964,2025-09-13,treatment,0.548,0.057,2025-09
CUST-201965,2025-07-12,control,0.439,0.034,2025-07
CUST-201966,2025-04-18,control,0.454,0.054,2025-04
CUST-201967,2025-04-30,treatment,0.491,0.005,2025-04
CUST-201968,2026-01-25,control,0.44,0.063,2026-01
CUST-201969,2025-09-29,treatment,0.471,0.03,2025-09
CUST-201970,2025-02-05,treatment,0.654,0.024,2025-02
CUST-201971,2025-04-05,treatment,0.642,0.038,2025-04
CUST-201972,2026-01-16,treatment,0.468,0.027,2026-01
CUST-201973,2025-03-25,treatment,0.455,0.041,2025-03
CUST-201974,2025-08-11,treatment,0.587,0.058,2025-08
CUST-201975,2025-05-22,control,0.509,0.069,2025-05
CUST-201976,2025-10-12,treatment,0.511,0.061,2025-10
CUST-201977,2025-12-11,control,0.388,0.074,2025-12
CUST-201978,2025-06-19,treatment,0.339,0.049,2025-06
CUST-201979,2025-01-05,control,0.33,0.061,2025-01
CUST-201980,2025-05-23,control,0.537,0.069,2025-05
CUST-201981,2025-01-09,control,0.699,0.074,2025-01
CUST-201982,2025-03-31,treatment,0.678,0.041,2025-03
CUST-201983,2025-06-04,treatment,0.459,0.074,2025-06
CUST-201984,2025-02-14,treatment,0.465,0.061,2025-02
CUST-201985,2025-01-15,control,0.327,0.035,2025-01
CUST-201986,2025-05-06,treatment,0.323,0.015,2025-05
CUST-201987,2025-01-11,treatment,0.654,0.039,2025-01
CUST-201988,2025-04-12,treatment,0.547,0.037,2025-04
CUST-201989,2025-02-16,control,0.4,0.065,2025-02
CUST-201990,2025-08-02,control,0.297,0.094,2025-08
CUST-201991,2025-11-16,control,0.404,0.015,2025-11
CUST-201992,2025-12-09,treatment,0.483,0.033,2025-12
CUST-201993,2025-09-06,treatment,0.43,0.082,2025-09
CUST-201994,2025-02-03,treatment,0.541,0.012,2025-02
CUST-201995,2025-01-30,control,0.54,0.081,2025-01
CUST-201996,2025-10-26,control,0.367,0.065,2025-10
CUST-201997,2025-10-27,treatment,0.519,0.034,2025-10
CUST-201998,2025-04-18,control,0.48,0.09,2025-04
CUST-201999,2026-02-01,control,0.269,0.055,2026-02
CUST-202000,2025-09-14,control,0.293,0.075,2025-09
CUST-202001,2025-06-25,treatment,0.586,0.046,2025-06
CUST-202002,2025-09-08,control,0.391,0.052,2025-09
CUST-202003,2025-01-08,control,0.506,0.038,2025-01
CUST-202004,2025-10-23,treatment,0.622,0.033,2025-10
CUST-202005,2025-03-30,control,0.456,0.074,2025-03
CUST-202006,2025-01-07,treatment,0.483,0.054,2025-01
CUST-202007,2025-09-08,control,0.488,0.057,2025-09
CUST-202008,2025-01-01,treatment,0.687,0.044,2025-01
CUST-202009,2025-01-11,treatment,0.653,0.048,2025-01
CUST-202010,2025-03-09,treatment,0.498,0.064,2025-03
CUST-202011,2026-01-17,treatment,0.38,0.034,2026-01
CUST-202012,2026-01-28,control,0.484,0.067,2026-01
CUST-202013,2025-06-18,control,0.491,0.071,2025-06
CUST-202014,2025-05-17,control,0.357,0.054,2025-05
CUST-202015,2025-06-20,control,0.496,0.058,2025-06
CUST-202016,2025-09-08,treatment,0.462,0.068,2025-09
CUST-202017,2025-08-19,control,0.366,0.041,2025-08
CUST-202018,2025-05-04,control,0.443,0.076,2025-05
CUST-202019,2025-04-11,treatment,0.453,0.074,2025-04
CUST-202020,2025-07-15,control,0.395,0.036,2025-07
CUST-202021,2025-04-26,control,0.386,0.089,2025-04
CUST-202022,2025-06-25,control,0.461,0.069,2025-06
CUST-202023,2025-01-12,treatment,0.49,0.035,2025-01
CUST-202024,2025-03-17,treatment,0.412,0.038,2025-03
CUST-202025,2026-01-23,treatment,0.421,0.075,2026-01
CUST-202026,2025-05-24,control,0.506,0.083,2025-05
CUST-202027,2025-06-23,control,0.335,0.04,2025-06
CUST-202028,2025-03-18,control,0.477,0.043,2025-03
CUST-202029,2025-12-16,control,0.422,0.041,2025-12
CUST-202030,2025-04-22,control,0.425,0.109,2025-04
CUST-202031,2025-04-28,treatment,0.461,0.111,2025-04
CUST-202032,2025-06-16,treatment,0.477,0.032,2025-06
CUST-202033,2025-11-20,treatment,0.511,0.066,2025-11
CUST-202034,2025-11-15,treatment,0.581,0.044,2025-11
CUST-202035,2025-03-15,control,0.427,0.074,2025-03
CUST-202036,2025-03-20,treatment,0.492,0.082,2025-03
CUST-202037,2025-04-13,control,0.449,0.063,2025-04
CUST-202038,2025-03-20,control,0.499,0.029,2025-03
CUST-202039,2025-07-20,control,0.448,0.055,2025-07
CUST-202040,2025-04-09,control,0.446,0.074,2025-04
CUST-202041,2025-01-30,treatment,0.521,0.045,2025-01
CUST-202042,2025-11-12,treatment,0.583,0.078,2025-11
CUST-202043,2025-05-17,treatment,0.404,0.057,2025-05
CUST-202044,2025-04-09,treatment,0.484,0.016,2025-04
CUST-202045,2025-02-27,control,0.417,0.067,2025-02
CUST-202046,2025-11-24,treatment,0.508,0.061,2025-11
CUST-202047,2025-08-29,treatment,0.5,0.049,2025-08
CUST-202048,2025-05-10,control,0.548,0.05,2025-05
CUST-202049,2025-11-28,control,0.454,0.036,2025-11
CUST-202050,2025-05-02,control,0.33,0.085,2025-05
CUST-202051,2025-04-10,treatment,0.369,0.061,2025-04
CUST-202052,2025-06-01,treatment,0.534,0.048,2025-06
CUST-202053,2025-01-16,control,0.352,0.033,2025-01
CUST-202054,2025-06-29,treatment,0.477,0.072,2025-06
CUST-202055,2025-10-28,treatment,0.481,0.033,2025-10
CUST-202056,2025-06-17,treatment,0.512,0.017,2025-06
CUST-202057,2025-08-21,treatment,0.401,0.059,2025-08
CUST-202058,2025-06-07,treatment,0.503,0.039,2025-06
CUST-202059,2025-11-26,control,0.388,0.092,2025-11
CUST-202060,2026-02-04,control,0.505,0.072,2026-02
CUST-202061,2025-08-05,control,0.391,0.04,2025-08
CUST-202062,2025-10-05,control,0.434,0.049,2025-10
CUST-202063,2025-09-01,treatment,0.349,0.036,2025-09
CUST-202064,2025-12-19,control,0.376,0.091,2025-12
CUST-202065,2025-12-29,treatment,0.532,0.043,2025-12
CUST-202066,2025-12-24,control,0.338,0.087,2025-12
CUST-202067,2025-01-28,treatment,0.363,0.043,2025-01
CUST-202068,2025-06-20,treatment,0.469,0.042,2025-06
CUST-202069,2025-07-20,control,0.507,0.0,2025-07
CUST-202070,2025-11-07,control,0.436,0.057,2025-11
CUST-202071,2025-08-14,control,0.37,0.043,2025-08
CUST-202072,2025-07-08,treatment,0.447,0.077,2025-07
CUST-202073,2025-08-02,control,0.363,0.116,2025-08
CUST-202074,2025-08-26,control,0.479,0.083,2025-08
CUST-202075,2025-08-30,treatment,0.585,0.058,2025-08
CUST-202076,2025-10-21,treatment,0.482,0.057,2025-10
CUST-202077,2025-06-10,treatment,0.425,0.055,2025-06
CUST-202078,2025-08-21,treatment,0.451,0.066,2025-08
CUST-202079,2025-02-18,control,0.389,0.04,2025-02
CUST-202080,2025-07-22,control,0.304,0.055,2025-07
CUST-202081,2025-05-30,control,0.432,0.052,2025-05
CUST-202082,2025-01-05,control,0.395,0.039,2025-01
CUST-202083,2025-03-24,control,0.582,0.073,2025-03
CUST-202084,2026-01-23,control,0.434,0.073,2026-01
CUST-202085,2025-08-08,control,0.37,0.047,2025-08
CUST-202086,2025-01-16,control,0.479,0.05,2025-01
CUST-202087,2025-12-21,treatment,0.526,0.059,2025-12
CUST-202088,2025-02-18,treatment,0.361,0.044,2025-02
CUST-202089,2025-09-07,control,0.463,0.05,2025-09
CUST-202090,2025-01-17,treatment,0.518,0.055,2025-01
CUST-202091,2025-12-01,treatment,0.478,0.066,2025-12
CUST-202092,2025-09-08,treatment,0.44,0.079,2025-09
CUST-202093,2025-12-09,control,0.48,0.053,2025-12
CUST-202094,2025-05-02,control,0.418,0.064,2025-05
CUST-202095,2025-12-24,treatment,0.55,0.038,2025-12
CUST-202096,2025-12-24,control,0.464,0.054,2025-12
CUST-202097,2025-07-11,treatment,0.611,0.077,2025-07
CUST-202098,2025-08-26,control,0.47,0.062,2025-08
CUST-202099,2025-05-31,treatment,0.537,0.027,2025-05
CUST-202100,2025-11-09,treatment,0.505,0.027,2025-11
CUST-202101,2025-09-14,treatment,0.564,0.056,2025-09
CUST-202102,2025-02-28,treatment,0.323,0.052,2025-02
CUST-202103,2025-06-14,control,0.502,0.046,2025-06
CUST-202104,2025-06-14,treatment,0.505,0.043,2025-06
CUST-202105,2025-06-24,treatment,0.631,0.063,2025-06
CUST-202106,2025-09-07,control,0.39,0.043,2025-09
CUST-202107,2025-04-22,control,0.345,0.038,2025-04
CUST-202108,2025-03-17,control,0.385,0.074,2025-03
CUST-202109,2025-07-02,treatment,0.529,0.029,2025-07
CUST-202110,2025-06-02,control,0.411,0.043,2025-06
CUST-202111,2025-12-30,treatment,0.497,0.049,2025-12
CUST-202112,2025-10-29,control,0.391,0.093,2025-10
CUST-202113,2025-04-09,control,0.344,0.007,2025-04
CUST-202114,2025-09-30,control,0.43,0.081,2025-09
CUST-202115,2025-08-31,treatment,0.524,0.051,2025-08
CUST-202116,2025-12-27,control,0.465,0.048,2025-12
CUST-202117,2025-10-26,control,0.476,0.032,2025-10
CUST-202118,2025-08-12,treatment,0.587,0.029,2025-08
CUST-202119,2025-04-11,control,0.412,0.057,2025-04
CUST-202120,2025-03-24,treatment,0.473,0.072,2025-03
CUST-202121,2025-05-30,control,0.547,0.04,2025-05
CUST-202122,2025-12-18,control,0.363,0.054,2025-12
CUST-202123,2025-12-26,treatment,0.654,0.047,2025-12
CUST-202124,2026-01-20,treatment,0.576,0.068,2026-01
CUST-202125,2026-01-28,treatment,0.601,0.01,2026-01
CUST-202126,2025-07-14,control,0.521,0.061,2025-07
CUST-202127,2025-08-29,treatment,0.549,0.05,2025-08
CUST-202128,2025-02-03,control,0.452,0.089,2025-02
CUST-202129,2025-03-05,treatment,0.51,0.045,2025-03
CUST-202130,2025-04-12,treatment,0.436,0.031,2025-04
CUST-202131,2025-03-09,treatment,0.584,0.03,2025-03
CUST-202132,2025-10-28,treatment,0.49,0.03,2025-10
CUST-202133,2025-12-04,control,0.352,0.033,2025-12
CUST-202134,2025-01-01,treatment,0.537,0.021,2025-01
CUST-202135,2025-10-01,control,0.337,0.0,2025-10
CUST-202136,2025-04-28,control,0.345,0.073,2025-04
CUST-202137,2025-07-17,control,0.56,0.047,2025-07
CUST-202138,2025-05-28,control,0.536,0.073,2025-05
CUST-202139,2025-03-02,treatment,0.482,0.055,2025-03
CUST-202140,2025-11-12,control,0.412,0.054,2025-11
CUST-202141,2025-05-04,treatment,0.571,0.028,2025-05
CUST-202142,2025-06-24,treatment,0.751,0.071,2025-06
CUST-202143,2025-08-25,control,0.443,0.03,2025-08
CUST-202144,2025-07-30,treatment,0.478,0.034,2025-07
CUST-202145,2025-03-15,control,0.365,0.051,2025-03
CUST-202146,2025-09-26,control,0.471,0.053,2025-09
CUST-202147,2025-03-05,treatment,0.54,0.03,2025-03
CUST-202148,2025-11-10,treatment,0.564,0.032,2025-11
CUST-202149,2025-09-17,control,0.31,0.068,2025-09
CUST-202150,2025-05-16,treatment,0.592,0.07,2025-05
CUST-202151,2025-05-22,control,0.415,0.054,2025-05
CUST-202152,2025-03-10,treatment,0.577,0.048,2025-03
CUST-202153,2025-06-27,treatment,0.465,0.055,2025-06
CUST-202154,2025-03-14,treatment,0.466,0.063,2025-03
CUST-202155,2025-07-22,treatment,0.437,0.074,2025-07
CUST-202156,2025-03-06,control,0.492,0.069,2025-03
CUST-202157,2025-12-22,treatment,0.476,0.049,2025-12
CUST-202158,2025-02-15,control,0.314,0.064,2025-02
CUST-202159,2025-10-15,treatment,0.477,0.047,2025-10
CUST-202160,2025-06-26,treatment,0.354,0.073,2025-06
CUST-202161,2025-05-16,treatment,0.359,0.045,2025-05
CUST-202162,2025-03-15,control,0.411,0.077,2025-03
CUST-202163,2025-09-12,treatment,0.507,0.079,2025-09
CUST-202164,2025-11-10,control,0.614,0.05,2025-11
CUST-202165,2025-09-17,treatment,0.427,0.032,2025-09
CUST-202166,2025-01-01,control,0.514,0.058,2025-01
CUST-202167,2025-11-29,control,0.449,0.067,2025-11
CUST-202168,2026-01-17,control,0.442,0.088,2026-01
CUST-202169,2025-10-10,control,0.37,0.089,2025-10
CUST-202170,2025-01-06,control,0.41,0.056,2025-01
CUST-202171,2025-07-21,control,0.455,0.055,2025-07
CUST-202172,2025-05-11,treatment,0.445,0.065,2025-05
CUST-202173,2025-09-19,control,0.548,0.02,2025-09
CUST-202174,2025-10-29,control,0.335,0.05,2025-10
CUST-202175,2025-12-21,treatment,0.491,0.052,2025-12
CUST-202176,2025-12-15,treatment,0.517,0.017,2025-12
CUST-202177,2026-01-22,treatment,0.586,0.07,2026-01
CUST-202178,2025-02-04,treatment,0.545,0.026,2025-02
CUST-202179,2025-02-17,control,0.397,0.084,2025-02
CUST-202180,2025-11-17,control,0.375,0.058,2025-11
CUST-202181,2025-10-14,treatment,0.441,0.051,2025-10
CUST-202182,2025-10-28,treatment,0.39,0.039,2025-10
CUST-202183,2025-04-05,control,0.347,0.04,2025-04
CUST-202184,2025-07-03,control,0.399,0.056,2025-07
CUST-202185,2025-09-15,control,0.416,0.062,2025-09
CUST-202186,2025-09-08,control,0.478,0.076,2025-09
CUST-202187,2025-12-10,control,0.473,0.049,2025-12
CUST-202188,2025-05-27,control,0.387,0.071,2025-05
CUST-202189,2025-12-01,treatment,0.55,0.029,2025-12
CUST-202190,2025-05-05,treatment,0.57,0.027,2025-05
CUST-202191,2025-11-01,control,0.332,0.064,2025-11
CUST-202192,2025-01-14,control,0.32,0.095,2025-01
CUST-202193,2025-03-24,control,0.41,0.074,2025-03
CUST-202194,2025-01-03,control,0.324,0.043,2025-01
CUST-202195,2025-03-28,treatment,0.469,0.045,2025-03
CUST-202196,2025-07-30,control,0.402,0.069,2025-07
CUST-202197,2025-12-15,treatment,0.492,0.033,2025-12
CUST-202198,2025-01-05,control,0.375,0.064,2025-01
CUST-202199,2025-08-23,treatment,0.471,0.017,2025-08
